CodigoEstacion;CodigoSensor;FechaObservacion;ValorObservado;NombreEstacion;Departamento;Municipio;ZonaHidrografica;Latitud;Longitud;DescripcionSensor;UnidadMedida
24015508;68;07/01/2019 05:10:00 AM;12209;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21205511;68;01/21/2020 07:30:00 AM;1033;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
21205511;68;07/01/2019 04:00:00 AM;9999;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
35075090;68;07/01/2019 11:20:00 PM;10199;MACHETA - CHIVOR;CUNDINAMARCA;MACHETÁ;META;5083;-7365;Temp Aire 2 m;°C
21205480;68;01/21/2020 10:00:00 AM;16955;IBERIA LA;CUNDINAMARCA;CHOCONTÁ;ALTO MAGDALENA;5033;-73717;Temp Aire 2 m;°C
21205519;68;01/21/2020 11:40:00 AM;14371;SAN FORTUNATO  - AUT;CUNDINAMARCA;SIBATÉ;ALTO MAGDALENA;4452;-74272;Temp Aire 2 m;°C
21205514;68;07/01/2019 01:20:00 AM;10575;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
21205524;68;01/21/2020 07:50:00 PM;10683;VETA LARGA  - AUT;CUNDINAMARCA;ZIPAQUIRÁ;ALTO MAGDALENA;5075;-74057;Temp Aire 2 m;°C
21205513;68;07/01/2019 07:30:00 AM;12473;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
21205511;68;07/01/2019 08:50:00 PM;10022;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
21195501;68;01/21/2020 09:30:00 AM;2290718;GRANJA TIBACUY  - AUT;CUNDINAMARCA;TIBACUY;ALTO MAGDALENA;4363052778;-7443527778;Temp Aire 2 m;°C
21205502;68;01/21/2020 11:05:00 PM;1821419;MISIONES  - AUT;CUNDINAMARCA;EL COLEGIO;ALTO MAGDALENA;4544997222;-7444055556;Temp Aire 2 m;°C
23065506;68;07/01/2019 02:50:00 PM;12327;BELLAVISTA  - AUT;CUNDINAMARCA;FACATATIVÁ;ALTO MAGDALENA;4861;-74405;Temp Aire 2 m;°C
24015340;68;07/01/2019 11:00:00 AM;156;EL HATO - CAR;CUNDINAMARCA;CARMEN DE CARUPA;SOGAMOSO;5283;-739;Temp Aire 2 m;°C
21205519;68;01/21/2020 01:40:00 PM;12689;SAN FORTUNATO  - AUT;CUNDINAMARCA;SIBATÉ;ALTO MAGDALENA;4452;-74272;Temp Aire 2 m;°C
21205522;68;07/01/2019 05:40:00 PM;13387;TABIO  - AUT;CUNDINAMARCA;TABIO;ALTO MAGDALENA;4918;-74029;Temp Aire 2 m;°C
21205480;68;07/01/2019 10:10:00 AM;13988;IBERIA LA;CUNDINAMARCA;CHOCONTÁ;ALTO MAGDALENA;5033;-73717;Temp Aire 2 m;°C
24015508;68;07/01/2019 05:40:00 AM;12059;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
2120500050;68;01/21/2020 03:00:00 AM;66;PARAMO ALTO - AUT;CUNDINAMARCA;COGUA;ALTO MAGDALENA;5158861111;-74043444444;Temp Aire 2 m;°C
23065506;68;01/21/2020 10:20:00 AM;1327;BELLAVISTA  - AUT;CUNDINAMARCA;FACATATIVÁ;ALTO MAGDALENA;4861;-74405;Temp Aire 2 m;°C
21237060;68;01/21/2020 01:40:00 PM;19047;CORRALITOS PULI;CUNDINAMARCA;PULÍ;ALTO MAGDALENA;4633;-7465;Temp Aire 2 m;°C
21205526;68;01/21/2020 12:10:00 PM;15857;PEDRO PALO  - AUT;CUNDINAMARCA;TENA;ALTO MAGDALENA;4691;-74389;Temp Aire 2 m;°C
21205527;68;01/21/2020 01:50:00 PM;14648;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
24015507;68;01/21/2020 02:10:00 AM;9377;OJO DE AGUA  - AUT;CUNDINAMARCA;SIMIJACA;SOGAMOSO;5392;-73854;Temp Aire 2 m;°C
21205527;68;07/01/2019 06:40:00 PM;9699;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
21205527;68;01/21/2020 10:20:00 AM;14933;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
35025080;68;01/21/2020 09:00:00 PM;89;PNN CHINGAZA - AUT;CUNDINAMARCA;LA CALERA;META;4661;-7382733333;Temp Aire 2 m;°C
2120500050;68;01/21/2020 05:00:00 AM;46;PARAMO ALTO - AUT;CUNDINAMARCA;COGUA;ALTO MAGDALENA;5158861111;-74043444444;Temp Aire 2 m;°C
21205513;68;07/01/2019 05:00:00 PM;15431;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
21205502;68;01/21/2020 06:10:00 PM;1896891;MISIONES  - AUT;CUNDINAMARCA;EL COLEGIO;ALTO MAGDALENA;4544997222;-7444055556;Temp Aire 2 m;°C
21205522;68;01/21/2020 04:30:00 PM;15953;TABIO  - AUT;CUNDINAMARCA;TABIO;ALTO MAGDALENA;4918;-74029;Temp Aire 2 m;°C
21205480;68;01/21/2020 01:50:00 AM;10109;IBERIA LA;CUNDINAMARCA;CHOCONTÁ;ALTO MAGDALENA;5033;-73717;Temp Aire 2 m;°C
21205521;68;01/21/2020 06:00:00 PM;11608;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205521;68;01/21/2020 05:10:00 AM;10252;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205525;68;01/21/2020 10:20:00 PM;11061;VILLA PINZON  - AUT;CUNDINAMARCA;VILLAPINZÓN;ALTO MAGDALENA;5229;-73585;Temp Aire 2 m;°C
21205514;68;01/21/2020 04:50:00 AM;11696;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
21195190;68;01/21/2020 07:00:00 AM;133;PASCA - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4310111111;-7431175;Temp Aire 2 m;°C
21205525;68;01/21/2020 06:20:00 PM;12002;VILLA PINZON  - AUT;CUNDINAMARCA;VILLAPINZÓN;ALTO MAGDALENA;5229;-73585;Temp Aire 2 m;°C
21205940;68;01/21/2020 03:00:00 AM;111;VILLA INES  - AUT;CUNDINAMARCA;FACATATIVÁ;ALTO MAGDALENA;4834972222;-7438397222;Temp Aire 2 m;°C
21205521;68;01/21/2020 11:40:00 AM;20925;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
24015110;68;01/21/2020 11:00:00 PM;11;LA BOYERA - AUT;CUNDINAMARCA;UBATÉ;SOGAMOSO;5303805556;-7385175;Temp Aire 2 m;°C
21205515;68;01/21/2020 12:50:00 PM;11638;MERENGO  - AUT;CUNDINAMARCA;SOACHA;ALTO MAGDALENA;47;-74174;Temp Aire 2 m;°C
23065160;68;07/01/2019 06:30:00 AM;18642;ACOMODO EL;CUNDINAMARCA;LA VEGA;MEDIO MAGDALENA;5017;-74333;Temp Aire 2 m;°C
21205515;68;07/01/2019 10:10:00 AM;12746;MERENGO  - AUT;CUNDINAMARCA;SOACHA;ALTO MAGDALENA;47;-74174;Temp Aire 2 m;°C
21205527;68;01/21/2020 09:30:00 PM;10459;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
21205524;68;07/01/2019 01:20:00 PM;10616;VETA LARGA  - AUT;CUNDINAMARCA;ZIPAQUIRÁ;ALTO MAGDALENA;5075;-74057;Temp Aire 2 m;°C
21205526;68;01/21/2020 01:10:00 AM;17022;PEDRO PALO  - AUT;CUNDINAMARCA;TENA;ALTO MAGDALENA;4691;-74389;Temp Aire 2 m;°C
21205511;68;07/01/2019 02:40:00 PM;13596;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
21206790;68;01/21/2020 11:00:00 PM;119;HACIENDA SANTA ANA - AUT;CUNDINAMARCA;NEMOCÓN;ALTO MAGDALENA;50905;-7388125;Temp Aire 2 m;°C
23125170;68;01/21/2020 09:00:00 AM;16;SAN CAYETANO - AUT;CUNDINAMARCA;SAN CAYETANO;MEDIO MAGDALENA;5333333333;-74016666667;Temp Aire 2 m;°C
2401500040;68;01/21/2020 12:00:00 AM;92;CUCUNUBA - AUT;CUNDINAMARCA;CUCUNUBÁ;SOGAMOSO;5219558333;-73784541667;Temp Aire 2 m;°C
35075090;68;01/21/2020 07:00:00 PM;12681;MACHETA - CHIVOR;CUNDINAMARCA;MACHETÁ;META;5083;-7365;Temp Aire 2 m;°C
24015508;68;07/01/2019 02:20:00 PM;1296;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
35025501;68;01/21/2020 08:55:00 AM;2175527;QUETAME  - AUT;CUNDINAMARCA;QUETAME;META;4297941667;-7387238889;Temp Aire 2 m;°C
21205527;68;01/21/2020 05:20:00 AM;9338;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
21205515;68;07/01/2019 10:20:00 AM;13111;MERENGO  - AUT;CUNDINAMARCA;SOACHA;ALTO MAGDALENA;47;-74174;Temp Aire 2 m;°C
21205527;68;07/01/2019 05:40:00 PM;9809;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
21205522;68;07/01/2019 05:00:00 AM;9794;TABIO  - AUT;CUNDINAMARCA;TABIO;ALTO MAGDALENA;4918;-74029;Temp Aire 2 m;°C
23065506;68;01/21/2020 04:00:00 AM;10986;BELLAVISTA  - AUT;CUNDINAMARCA;FACATATIVÁ;ALTO MAGDALENA;4861;-74405;Temp Aire 2 m;°C
21205514;68;01/21/2020 04:40:00 AM;11646;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
21237060;68;01/21/2020 03:40:00 PM;19889;CORRALITOS PULI;CUNDINAMARCA;PULÍ;ALTO MAGDALENA;4633;-7465;Temp Aire 2 m;°C
21205514;68;07/01/2019 07:50:00 PM;11699;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
24015508;68;01/21/2020 07:20:00 AM;11884;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21206950;68;01/21/2020 04:00:00 PM;96;PARAMO GUACHENEQUE  - AUT;CUNDINAMARCA;VILLAPINZÓN;ALTO MAGDALENA;5236055556;-7352508333;Temp Aire 2 m;°C
21205513;68;07/01/2019 10:40:00 PM;11873;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
21205521;68;01/21/2020 09:50:00 AM;15876;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205525;68;01/21/2020 12:10:00 PM;15792;VILLA PINZON  - AUT;CUNDINAMARCA;VILLAPINZÓN;ALTO MAGDALENA;5229;-73585;Temp Aire 2 m;°C
21205514;68;07/01/2019 06:10:00 PM;12745;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
21205521;68;07/01/2019 04:50:00 AM;878;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205480;68;07/01/2019 02:20:00 PM;15298;IBERIA LA;CUNDINAMARCA;CHOCONTÁ;ALTO MAGDALENA;5033;-73717;Temp Aire 2 m;°C
21237060;68;01/21/2020 09:50:00 PM;20037;CORRALITOS PULI;CUNDINAMARCA;PULÍ;ALTO MAGDALENA;4633;-7465;Temp Aire 2 m;°C
21205513;68;07/01/2019 04:20:00 PM;14856;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
24015508;68;07/01/2019 04:40:00 PM;14255;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21205514;68;01/21/2020 12:40:00 PM;1638;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
21205511;68;01/21/2020 06:10:00 AM;959;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
21205521;68;07/01/2019 07:40:00 PM;9513;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205516;68;01/21/2020 06:20:00 PM;1447;NEGRETE  - AUT;CUNDINAMARCA;PACHO;ALTO MAGDALENA;5173;-73852;Temp Aire 2 m;°C
21205521;68;07/01/2019 10:50:00 AM;13699;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205516;68;01/21/2020 03:40:00 PM;15139;NEGRETE  - AUT;CUNDINAMARCA;PACHO;ALTO MAGDALENA;5173;-73852;Temp Aire 2 m;°C
35025080;68;01/21/2020 12:00:00 PM;145;PNN CHINGAZA - AUT;CUNDINAMARCA;LA CALERA;META;4661;-7382733333;Temp Aire 2 m;°C
21205515;68;01/21/2020 05:40:00 AM;9126;MERENGO  - AUT;CUNDINAMARCA;SOACHA;ALTO MAGDALENA;47;-74174;Temp Aire 2 m;°C
24015508;68;01/21/2020 12:40:00 PM;15516;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21205516;68;07/01/2019 08:40:00 AM;16786;NEGRETE  - AUT;CUNDINAMARCA;PACHO;ALTO MAGDALENA;5173;-73852;Temp Aire 2 m;°C
24015508;68;07/01/2019 03:30:00 PM;14013;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21205513;68;01/21/2020 10:20:00 PM;10712;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
21205522;68;01/21/2020 06:40:00 AM;10905;TABIO  - AUT;CUNDINAMARCA;TABIO;ALTO MAGDALENA;4918;-74029;Temp Aire 2 m;°C
21205524;68;07/01/2019 02:40:00 AM;9252;VETA LARGA  - AUT;CUNDINAMARCA;ZIPAQUIRÁ;ALTO MAGDALENA;5075;-74057;Temp Aire 2 m;°C
21205513;68;01/21/2020 11:30:00 AM;20815;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
21205519;68;01/21/2020 02:20:00 PM;13239;SAN FORTUNATO  - AUT;CUNDINAMARCA;SIBATÉ;ALTO MAGDALENA;4452;-74272;Temp Aire 2 m;°C
21205519;68;01/21/2020 03:40:00 PM;13607;SAN FORTUNATO  - AUT;CUNDINAMARCA;SIBATÉ;ALTO MAGDALENA;4452;-74272;Temp Aire 2 m;°C
24015507;68;07/01/2019 02:30:00 AM;9374;OJO DE AGUA  - AUT;CUNDINAMARCA;SIMIJACA;SOGAMOSO;5392;-73854;Temp Aire 2 m;°C
21237060;68;07/01/2019 04:00:00 AM;18992;CORRALITOS PULI;CUNDINAMARCA;PULÍ;ALTO MAGDALENA;4633;-7465;Temp Aire 2 m;°C
24015508;68;07/01/2019 06:10:00 PM;13726;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
35075090;68;07/01/2019 11:10:00 PM;10167;MACHETA - CHIVOR;CUNDINAMARCA;MACHETÁ;META;5083;-7365;Temp Aire 2 m;°C
21205940;68;01/21/2020 09:00:00 PM;94;VILLA INES  - AUT;CUNDINAMARCA;FACATATIVÁ;ALTO MAGDALENA;4834972222;-7438397222;Temp Aire 2 m;°C
21205524;68;07/01/2019 07:20:00 AM;9244;VETA LARGA  - AUT;CUNDINAMARCA;ZIPAQUIRÁ;ALTO MAGDALENA;5075;-74057;Temp Aire 2 m;°C
24015507;68;07/01/2019 04:50:00 AM;9274;OJO DE AGUA  - AUT;CUNDINAMARCA;SIMIJACA;SOGAMOSO;5392;-73854;Temp Aire 2 m;°C
24015508;68;07/01/2019 01:20:00 PM;13857;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
23065506;68;01/21/2020 08:20:00 PM;10895;BELLAVISTA  - AUT;CUNDINAMARCA;FACATATIVÁ;ALTO MAGDALENA;4861;-74405;Temp Aire 2 m;°C
21205521;68;01/21/2020 06:50:00 AM;1011;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
21205511;68;01/21/2020 07:50:00 PM;11787;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
21205526;68;07/01/2019 08:50:00 AM;18859;PEDRO PALO  - AUT;CUNDINAMARCA;TENA;ALTO MAGDALENA;4691;-74389;Temp Aire 2 m;°C
21205516;68;07/01/2019 02:30:00 AM;14362;NEGRETE  - AUT;CUNDINAMARCA;PACHO;ALTO MAGDALENA;5173;-73852;Temp Aire 2 m;°C
21205526;68;01/21/2020 03:40:00 AM;15946;PEDRO PALO  - AUT;CUNDINAMARCA;TENA;ALTO MAGDALENA;4691;-74389;Temp Aire 2 m;°C
21205514;68;07/01/2019 11:00:00 AM;16368;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
24015508;68;01/21/2020 11:00:00 PM;13067;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21205516;68;07/01/2019 04:30:00 PM;14849;NEGRETE  - AUT;CUNDINAMARCA;PACHO;ALTO MAGDALENA;5173;-73852;Temp Aire 2 m;°C
21205519;68;01/21/2020 11:00:00 AM;14202;SAN FORTUNATO  - AUT;CUNDINAMARCA;SIBATÉ;ALTO MAGDALENA;4452;-74272;Temp Aire 2 m;°C
21205527;68;01/21/2020 01:50:00 AM;9775;ALTO DEL AIRE  - AUT;CUNDINAMARCA;CUCUNUBÁ;ALTO MAGDALENA;5198;-73805;Temp Aire 2 m;°C
21205514;68;01/21/2020 12:20:00 AM;12603;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
2120500050;68;01/21/2020 01:00:00 AM;63;PARAMO ALTO - AUT;CUNDINAMARCA;COGUA;ALTO MAGDALENA;5158861111;-74043444444;Temp Aire 2 m;°C
21205514;68;07/01/2019 03:30:00 AM;10409;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
21205513;68;01/21/2020 07:00:00 PM;14215;LA RAMADA  - AUT;CUNDINAMARCA;FUNZA;ALTO MAGDALENA;4505;-74184;Temp Aire 2 m;°C
21205511;68;07/01/2019 09:20:00 PM;10009;EL OKAL  - AUT;CUNDINAMARCA;VILLAGÓMEZ;ALTO MAGDALENA;5001;-73733;Temp Aire 2 m;°C
24015508;68;07/01/2019 09:10:00 AM;15943;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
21205514;68;01/21/2020 12:40:00 AM;125;LAS MARGARITAS  - AUT;CUNDINAMARCA;EL ROSAL;ALTO MAGDALENA;4469;-74079;Temp Aire 2 m;°C
35025501;68;01/21/2020 05:25:00 PM;2078422;QUETAME  - AUT;CUNDINAMARCA;QUETAME;META;4297941667;-7387238889;Temp Aire 2 m;°C
21205524;68;07/01/2019 11:50:00 PM;8901;VETA LARGA  - AUT;CUNDINAMARCA;ZIPAQUIRÁ;ALTO MAGDALENA;5075;-74057;Temp Aire 2 m;°C
24015508;68;01/21/2020 03:30:00 AM;12577;HACIENDA LA MESA  - AUT;CUNDINAMARCA;PASCA;ALTO MAGDALENA;4308;-74282;Temp Aire 2 m;°C
3502500135;68;01/21/2020 05:00:00 AM;189;GUAYABETAL POLLO OLIMPICO - AUT;CUNDINAMARCA;GUAYABETAL;META;4229669444;-73812625;Temp Aire 2 m;°C
21205516;68;01/21/2020 09:50:00 PM;14379;NEGRETE  - AUT;CUNDINAMARCA;PACHO;ALTO MAGDALENA;5173;-73852;Temp Aire 2 m;°C
21206930;68;01/21/2020 12:00:00 PM;145;PARAMO GUERRERO  - AUT;CUNDINAMARCA;ZIPAQUIRÁ;ALTO MAGDALENA;5086444444;-7402216667;Temp Aire 2 m;°C
2306500106;68;01/21/2020 03:00:00 PM;175;ALTO DEL TRIGO - AUT;CUNDINAMARCA;GUADUAS;MEDIO MAGDALENA;5001902778;-74537586111;Temp Aire 2 m;°C
21205521;68;01/21/2020 01:00:00 AM;8812;SANTA HELENA  - AUT;CUNDINAMARCA;LA CALERA;ALTO MAGDALENA;4738;-73936;Temp Aire 2 m;°C
